issued_at,issued_day,model,target_ts,horizon,point,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
2026-08-19T07:10:27Z,2026-08-19,climatology,2026-08-21,3,20.7806,17.1500,17.9000,19.1500,20.2000,21.2000,21.7000,22.6000,22.9000,23.7000
2026-08-20T07:11:18Z,2026-08-20,climatology,2026-08-21,2,20.8568,17.2000,17.9400,19.4800,20.4000,21.2000,21.8800,22.6000,23.1400,23.7000
2026-08-21T07:12:27Z,2026-08-21,climatology,2026-08-21,1,20.8395,17.2500,17.9800,19.7500,20.2000,21.2000,21.7600,22.6000,23.0800,23.7000
2026-08-15T07:01:57Z,2026-08-15,persistence,2026-08-21,7,31.6000,25.8000,28.2000,29.4000,30.5000,31.7000,32.7000,33.9000,35.3000,37.5000
2026-08-16T07:04:42Z,2026-08-16,persistence,2026-08-21,6,27.7000,22.1000,24.3000,25.8000,26.7000,27.6000,28.8000,29.9000,31.4600,33.6000
2026-08-17T07:27:08Z,2026-08-17,persistence,2026-08-21,5,26.1000,20.9000,22.8000,24.1000,25.2000,26.2000,27.1000,28.3000,29.7000,31.5000
2026-08-18T07:09:37Z,2026-08-18,persistence,2026-08-21,4,24.9000,19.9000,21.6200,22.9800,24.1000,25.0000,25.9000,27.0000,28.1800,30.1000
2026-08-19T07:10:27Z,2026-08-19,persistence,2026-08-21,3,23.6000,19.0000,20.7000,21.9000,22.9000,23.7000,24.5000,25.4000,26.6000,28.2000
2026-08-20T07:11:18Z,2026-08-20,persistence,2026-08-21,2,23.6000,19.8000,21.1000,22.0000,22.9000,23.6000,24.4000,25.2000,26.2000,27.5000
2026-08-21T07:12:27Z,2026-08-21,persistence,2026-08-21,1,20.2000,17.7000,18.6000,19.2000,19.7000,20.2000,20.7000,21.2000,21.8000,22.8000
2026-08-15T07:01:57Z,2026-08-15,seasonal_naive,2026-08-21,7,18.6000,,,,,,,,,
2026-08-16T07:04:42Z,2026-08-16,seasonal_naive,2026-08-21,6,18.6000,,,,,,,,,
2026-08-17T07:27:08Z,2026-08-17,seasonal_naive,2026-08-21,5,18.6000,,,,,,,,,
2026-08-18T07:09:37Z,2026-08-18,seasonal_naive,2026-08-21,4,18.6000,,,,,,,,,
2026-08-19T07:10:27Z,2026-08-19,seasonal_naive,2026-08-21,3,18.6000,,,,,,,,,
2026-08-20T07:11:18Z,2026-08-20,seasonal_naive,2026-08-21,2,18.6000,,,,,,,,,
2026-08-21T07:12:27Z,2026-08-21,seasonal_naive,2026-08-21,1,18.6000,,,,,,,,,
2026-08-15T07:01:57Z,2026-08-15,tabicl,2026-08-21,7,26.7480,19.8129,22.3031,23.9383,25.3866,26.6600,27.9722,29.3987,31.5315,33.8777
2026-08-16T07:04:42Z,2026-08-16,tabicl,2026-08-21,6,24.5663,18.6178,20.8334,22.3641,23.5560,24.6532,25.7389,26.9687,28.4705,30.5533
2026-08-17T07:27:08Z,2026-08-17,tabicl,2026-08-21,5,23.5658,18.3606,20.3585,21.6964,22.7338,23.6706,24.5979,25.6454,26.9589,28.7820
2026-08-18T07:09:37Z,2026-08-18,tabicl,2026-08-21,4,23.6218,19.2206,20.9494,22.0622,22.9055,23.6752,24.4433,25.3199,26.4537,28.0587
2026-08-19T07:10:27Z,2026-08-19,tabicl,2026-08-21,3,23.1203,19.4649,20.8836,21.8164,22.5070,23.1537,23.7750,24.5039,25.4286,26.7700
2026-08-20T07:11:18Z,2026-08-20,tabicl,2026-08-21,2,23.7436,21.2263,22.1535,22.7664,23.2260,23.6537,24.0836,24.5933,25.3060,26.3617
2026-08-21T07:12:27Z,2026-08-21,tabicl,2026-08-21,1,20.9388,18.2432,19.2233,19.8378,20.3269,20.8126,21.3278,21.9487,22.7320,23.8316
2026-08-16T07:04:42Z,2026-08-16,climatology,2026-08-22,7,20.1303,16.8200,17.5800,18.0200,19.4800,20.2000,21.2400,22.0400,22.6000,22.8800
2026-08-17T07:27:08Z,2026-08-17,climatology,2026-08-22,6,20.1303,16.8200,17.5800,18.0200,19.4800,20.2000,21.2400,22.0400,22.6000,22.8800
2026-08-18T07:09:37Z,2026-08-18,climatology,2026-08-22,5,20.2706,16.8300,17.6200,18.0800,19.8000,20.5000,21.3600,22.1200,22.6000,23.4600
2026-08-19T07:10:27Z,2026-08-19,climatology,2026-08-22,4,20.3657,16.8400,17.6600,18.1600,20.0000,20.8000,21.5200,22.2600,22.6400,23.6600
2026-08-20T07:11:18Z,2026-08-20,climatology,2026-08-22,3,20.4556,16.8500,17.7000,18.2500,20.2000,21.0000,21.7000,22.4500,22.8000,23.6500
2026-08-21T07:12:27Z,2026-08-21,climatology,2026-08-22,2,20.4486,16.8600,17.7200,18.3400,20.2000,20.8000,21.5800,22.3600,22.7600,23.6400
2026-08-22T07:04:37Z,2026-08-22,climatology,2026-08-22,1,20.4211,16.8700,17.7400,18.4200,20.1000,20.5000,21.4600,22.2800,22.7200,23.6300
2026-08-16T07:04:42Z,2026-08-16,persistence,2026-08-22,7,27.7000,21.9000,24.3000,25.5000,26.6000,27.8000,28.8600,30.0000,31.4000,33.5900
2026-08-17T07:27:08Z,2026-08-17,persistence,2026-08-22,6,26.1000,20.5000,22.7000,24.2000,25.1000,26.0000,27.2000,28.3000,29.8400,32.0000
2026-08-18T07:09:37Z,2026-08-18,persistence,2026-08-22,5,24.9000,19.7000,21.6000,22.9000,24.0000,25.0000,25.9000,27.1000,28.5000,30.3000
2026-08-19T07:10:27Z,2026-08-19,persistence,2026-08-22,4,23.6000,18.5700,20.3000,21.6100,22.7800,23.7000,24.6000,25.7000,26.8600,28.8000
2026-08-20T07:11:18Z,2026-08-20,persistence,2026-08-22,3,23.6000,19.0000,20.7000,21.9000,22.8600,23.7000,24.5000,25.4000,26.6000,28.2000
2026-08-21T07:12:27Z,2026-08-21,persistence,2026-08-22,2,20.2000,16.4000,17.7000,18.6000,19.5000,20.2000,21.0000,21.8000,22.8000,24.0900
2026-08-22T07:04:37Z,2026-08-22,persistence,2026-08-22,1,19.4000,16.9000,17.8000,18.4000,18.9000,19.4000,19.9000,20.4000,21.0000,22.0000
2026-08-16T07:04:42Z,2026-08-16,seasonal_naive,2026-08-22,7,16.9000,,,,,,,,,
2026-08-17T07:27:08Z,2026-08-17,seasonal_naive,2026-08-22,6,16.9000,,,,,,,,,
2026-08-18T07:09:37Z,2026-08-18,seasonal_naive,2026-08-22,5,16.9000,,,,,,,,,
2026-08-19T07:10:27Z,2026-08-19,seasonal_naive,2026-08-22,4,16.9000,,,,,,,,,
2026-08-20T07:11:18Z,2026-08-20,seasonal_naive,2026-08-22,3,16.9000,,,,,,,,,
2026-08-21T07:12:27Z,2026-08-21,seasonal_naive,2026-08-22,2,16.9000,,,,,,,,,
2026-08-22T07:04:37Z,2026-08-22,seasonal_naive,2026-08-22,1,16.9000,,,,,,,,,
2026-08-16T07:04:42Z,2026-08-16,tabicl,2026-08-22,7,24.5520,18.5005,20.7242,22.2595,23.4711,24.5835,25.6913,26.9587,28.5460,30.7281
2026-08-17T07:27:08Z,2026-08-17,tabicl,2026-08-22,6,23.6503,18.2139,20.3006,21.6892,22.7667,23.7358,24.7002,25.7909,27.1947,29.1106
2026-08-18T07:09:37Z,2026-08-18,tabicl,2026-08-22,5,23.7355,18.9814,20.8412,22.0317,22.9426,23.7667,24.6000,25.5563,26.8127,28.5569
2026-08-19T07:10:27Z,2026-08-19,tabicl,2026-08-22,4,23.3029,19.2100,20.7929,21.8250,22.5970,23.3100,24.0120,24.8444,25.9167,27.4429
2026-08-20T07:11:18Z,2026-08-20,tabicl,2026-08-22,3,23.7954,20.8402,21.9254,22.6510,23.1827,23.6736,24.1716,24.7768,25.6366,26.9098
2026-08-21T07:12:27Z,2026-08-21,tabicl,2026-08-22,2,21.2708,18.1503,19.2717,19.9892,20.5815,21.1597,21.7509,22.4603,23.3479,24.5917
2026-08-22T07:04:37Z,2026-08-22,tabicl,2026-08-22,1,19.8088,17.1441,18.1299,18.7527,19.2184,19.6762,20.1723,20.7772,21.5454,22.6256
2026-08-17T07:27:08Z,2026-08-17,climatology,2026-08-23,7,19.8606,16.7200,17.4400,17.8600,18.5600,20.2000,20.3200,21.8600,22.6000,22.8800
2026-08-18T07:09:37Z,2026-08-18,climatology,2026-08-23,6,19.8606,16.7200,17.4400,17.8600,18.5600,20.2000,20.3200,21.8600,22.6000,22.8800
2026-08-19T07:10:27Z,2026-08-19,climatology,2026-08-23,5,19.9706,16.7300,17.4600,17.8900,18.6600,20.2000,20.6800,22.1200,22.6000,23.3900
2026-08-20T07:11:18Z,2026-08-20,climatology,2026-08-23,4,20.0743,16.7400,17.4800,17.9400,18.7800,20.2000,21.0400,22.2600,22.6400,23.6000
2026-08-21T07:12:27Z,2026-08-21,climatology,2026-08-23,3,20.0778,16.7500,17.5000,18.0000,18.9000,20.2000,20.8000,22.2000,22.6000,23.6000
2026-08-22T07:04:37Z,2026-08-22,climatology,2026-08-23,2,20.0595,16.7600,17.5400,18.0600,19.1000,20.2000,20.5600,22.1400,22.6000,23.6000
2026-08-23T07:06:35Z,2026-08-23,climatology,2026-08-23,1,20.0211,16.7700,17.5800,18.1300,18.8400,20.2000,20.3200,22.0600,22.6000,23.6000
2026-08-17T07:27:08Z,2026-08-17,persistence,2026-08-23,7,26.1000,20.3000,22.7000,23.9000,25.0000,26.2000,27.2200,28.4000,29.8000,31.9800
2026-08-18T07:09:37Z,2026-08-18,persistence,2026-08-23,6,24.9000,19.3000,21.5000,23.0000,23.9000,24.8000,26.0000,27.1000,28.6200,30.8000
2026-08-19T07:10:27Z,2026-08-19,persistence,2026-08-23,5,23.6000,18.3600,20.3000,21.6000,22.7000,23.7000,24.6000,25.8000,27.2000,29.0000
2026-08-20T07:11:18Z,2026-08-20,persistence,2026-08-23,4,23.6000,18.5800,20.3000,21.6000,22.7200,23.7000,24.6000,25.7000,26.8400,28.8000
2026-08-21T07:12:27Z,2026-08-21,persistence,2026-08-23,3,20.2000,15.6000,17.3000,18.5000,19.4000,20.3000,21.1000,22.0000,23.2000,24.8000
2026-08-22T07:04:37Z,2026-08-22,persistence,2026-08-23,2,19.4000,15.5200,16.9000,17.8000,18.7000,19.4000,20.2000,21.0000,22.0000,23.2800
2026-08-23T07:06:35Z,2026-08-23,persistence,2026-08-23,1,18.6000,16.1000,17.0000,17.6000,18.1000,18.6000,19.1000,19.6000,20.2000,21.2000
2026-08-17T07:27:08Z,2026-08-17,seasonal_naive,2026-08-23,7,17.4000,,,,,,,,,
2026-08-18T07:09:37Z,2026-08-18,seasonal_naive,2026-08-23,6,17.4000,,,,,,,,,
2026-08-19T07:10:27Z,2026-08-19,seasonal_naive,2026-08-23,5,17.4000,,,,,,,,,
2026-08-20T07:11:18Z,2026-08-20,seasonal_naive,2026-08-23,4,17.4000,,,,,,,,,
2026-08-21T07:12:27Z,2026-08-21,seasonal_naive,2026-08-23,3,17.4000,,,,,,,,,
2026-08-22T07:04:37Z,2026-08-22,seasonal_naive,2026-08-23,2,17.4000,,,,,,,,,
2026-08-23T07:06:35Z,2026-08-23,seasonal_naive,2026-08-23,1,17.4000,,,,,,,,,
2026-08-17T07:27:08Z,2026-08-17,tabicl,2026-08-23,7,23.7292,18.0263,20.2162,21.6659,22.7927,23.7943,24.7999,25.9383,27.4478,29.4752
2026-08-18T07:09:37Z,2026-08-18,tabicl,2026-08-23,6,23.8029,18.7272,20.6994,21.9642,22.9416,23.8116,24.7017,25.7236,27.0931,28.9546
2026-08-19T07:10:27Z,2026-08-19,tabicl,2026-08-23,5,23.4981,18.9971,20.7229,21.8488,22.7050,23.4754,24.2538,25.1784,26.3939,28.0842
2026-08-20T07:11:18Z,2026-08-20,tabicl,2026-08-23,4,23.9103,20.5188,21.7661,22.5970,23.2013,23.7496,24.3109,25.0193,26.0284,27.5132
2026-08-21T07:12:27Z,2026-08-21,tabicl,2026-08-23,3,21.5684,18.0452,19.3256,20.1485,20.8118,21.4613,22.1132,22.8972,23.8864,25.2735
2026-08-22T07:04:37Z,2026-08-22,tabicl,2026-08-23,2,19.9691,16.7595,17.9351,18.6903,19.2716,19.8361,20.4270,21.1590,22.0657,23.3485
2026-08-23T07:06:35Z,2026-08-23,tabicl,2026-08-23,1,18.8503,16.4076,17.3459,17.9063,18.2936,18.6987,19.1706,19.7024,20.4169,21.4330
2026-08-18T07:09:37Z,2026-08-18,climatology,2026-08-24,7,19.5121,16.4600,17.0600,17.6200,18.0600,18.9000,20.2000,21.4000,22.4800,22.7600
2026-08-19T07:10:27Z,2026-08-19,climatology,2026-08-24,6,19.5121,16.4600,17.0600,17.6200,18.0600,18.9000,20.2000,21.4000,22.4800,22.7600
2026-08-20T07:11:18Z,2026-08-20,climatology,2026-08-24,5,19.6324,16.4900,17.1400,17.6800,18.1600,19.3000,20.2000,21.4300,22.6000,22.8700
2026-08-21T07:12:27Z,2026-08-21,climatology,2026-08-24,4,19.6486,16.5200,17.2200,17.7200,18.2800,19.7000,20.2000,21.4000,22.6000,22.8600
2026-08-22T07:04:37Z,2026-08-22,climatology,2026-08-24,3,19.6417,16.5500,17.3000,17.7500,18.4000,19.5500,20.2000,21.4000,22.6000,22.8500
2026-08-23T07:06:35Z,2026-08-23,climatology,2026-08-24,2,19.6135,16.5800,17.3200,17.7800,18.4800,19.4000,20.2000,21.4000,22.5400,22.8400
2026-08-24T07:32:39Z,2026-08-24,climatology,2026-08-24,1,19.6053,16.6100,17.3400,17.8100,18.5600,19.3500,20.2000,21.3400,22.4800,22.8300
2026-08-18T07:09:37Z,2026-08-18,persistence,2026-08-24,7,24.9000,19.1000,21.5000,22.7000,23.8000,25.0000,26.0000,27.2000,28.6000,30.7700
2026-08-19T07:10:27Z,2026-08-19,persistence,2026-08-24,6,23.6000,18.0000,20.2000,21.7000,22.6000,23.5000,24.7000,25.8000,27.3000,29.5000
2026-08-20T07:11:18Z,2026-08-20,persistence,2026-08-24,5,23.6000,18.2700,20.2400,21.6000,22.7000,23.7000,24.6000,25.7900,27.2000,29.0000
2026-08-21T07:12:27Z,2026-08-21,persistence,2026-08-24,4,20.2000,15.1000,16.9000,18.2000,19.3000,20.3000,21.2000,22.3000,23.4200,25.4000
2026-08-22T07:04:37Z,2026-08-22,persistence,2026-08-24,3,19.4000,14.8000,16.5000,17.7000,18.6000,19.4500,20.3000,21.2000,22.4000,24.0000
2026-08-23T07:06:35Z,2026-08-23,persistence,2026-08-24,2,18.6000,14.7300,16.1000,17.0000,17.9000,18.6000,19.3800,20.2000,21.2000,22.4700
2026-08-24T07:32:39Z,2026-08-24,persistence,2026-08-24,1,19.3000,16.8000,17.7000,18.3000,18.8000,19.3000,19.8000,20.3000,20.9000,21.9000
2026-08-18T07:09:37Z,2026-08-18,seasonal_naive,2026-08-24,7,18.4000,,,,,,,,,
2026-08-19T07:10:27Z,2026-08-19,seasonal_naive,2026-08-24,6,18.4000,,,,,,,,,
2026-08-20T07:11:18Z,2026-08-20,seasonal_naive,2026-08-24,5,18.4000,,,,,,,,,
2026-08-21T07:12:27Z,2026-08-21,seasonal_naive,2026-08-24,4,18.4000,,,,,,,,,
2026-08-22T07:04:37Z,2026-08-22,seasonal_naive,2026-08-24,3,18.4000,,,,,,,,,
2026-08-23T07:06:35Z,2026-08-23,seasonal_naive,2026-08-24,2,18.4000,,,,,,,,,
2026-08-24T07:32:39Z,2026-08-24,seasonal_naive,2026-08-24,1,18.4000,,,,,,,,,
2026-08-18T07:09:37Z,2026-08-18,tabicl,2026-08-24,7,23.8352,18.5894,20.5880,21.8876,22.9003,23.8039,24.7311,25.7937,27.2295,29.1879
2026-08-19T07:10:27Z,2026-08-19,tabicl,2026-08-24,6,23.7615,18.8751,20.7045,21.9186,22.8564,23.6944,24.5541,25.5683,26.9168,28.7761
2026-08-20T07:11:18Z,2026-08-20,tabicl,2026-08-24,5,24.0884,20.1825,21.6039,22.5521,23.2500,23.8867,24.5447,25.3747,26.5398,28.2390
2026-08-21T07:12:27Z,2026-08-21,tabicl,2026-08-24,4,22.1720,18.2374,19.6332,20.5659,21.3147,22.0525,22.7779,23.6427,24.7327,26.2657
2026-08-22T07:04:37Z,2026-08-22,tabicl,2026-08-24,3,20.5035,16.7521,18.0766,18.9698,19.6729,20.3540,21.0549,21.9255,22.9759,24.4939
2026-08-23T07:06:35Z,2026-08-23,tabicl,2026-08-24,2,20.0272,16.5843,17.7290,18.5246,19.1791,19.8180,20.4826,21.3049,22.3087,23.7743
2026-08-24T07:32:39Z,2026-08-24,tabicl,2026-08-24,1,20.7679,17.8022,18.7013,19.3758,19.9429,20.5012,21.0871,21.8295,22.7603,24.1270
2026-08-19T07:10:27Z,2026-08-19,climatology,2026-08-25,7,19.2333,16.3200,16.8400,17.4600,17.8800,18.6000,20.2000,20.8000,21.5800,22.6000
2026-08-20T07:11:18Z,2026-08-20,climatology,2026-08-25,6,19.2333,16.3200,16.8400,17.4600,17.8800,18.6000,20.2000,20.8000,21.5800,22.6000
2026-08-21T07:12:27Z,2026-08-21,climatology,2026-08-25,5,19.2618,16.3300,16.8600,17.4900,17.9400,18.7500,20.2000,20.8000,21.5200,22.6000
2026-08-22T07:04:37Z,2026-08-22,climatology,2026-08-25,4,19.2657,16.3400,16.8800,17.5400,18.0200,18.9000,20.2000,20.6800,21.4600,22.6000
2026-08-23T07:06:35Z,2026-08-23,climatology,2026-08-25,3,19.2472,16.3500,16.9000,17.6000,18.1000,18.7500,20.2000,20.5000,21.4000,22.6000
2026-08-24T07:32:39Z,2026-08-24,climatology,2026-08-25,2,19.2486,16.3600,16.9800,17.6600,18.2200,18.9000,20.0000,20.3200,21.4000,22.6000
2026-08-25T07:13:22Z,2026-08-25,climatology,2026-08-25,1,19.2868,16.3700,17.0600,17.7100,18.3400,19.1000,20.2000,20.6500,21.4000,22.6000
2026-08-19T07:10:27Z,2026-08-19,persistence,2026-08-25,7,23.6000,17.8000,20.2000,21.4000,22.5000,23.7000,24.7000,25.9000,27.3000,29.4600
2026-08-20T07:11:18Z,2026-08-20,persistence,2026-08-25,6,23.6000,17.9600,20.2000,21.7000,22.6000,23.5000,24.7000,25.8000,27.3000,29.5000
2026-08-21T07:12:27Z,2026-08-21,persistence,2026-08-25,5,20.2000,14.8000,16.8000,18.2000,19.3000,20.3000,21.2000,22.3600,23.8000,25.6000
2026-08-22T07:04:37Z,2026-08-22,persistence,2026-08-25,4,19.4000,14.3000,16.1000,17.4000,18.5000,19.5000,20.4000,21.5000,22.6000,24.6000
2026-08-23T07:06:35Z,2026-08-23,persistence,2026-08-25,3,18.6000,13.9200,15.7000,16.9000,17.8000,18.6000,19.5000,20.4000,21.6000,23.2000
2026-08-24T07:32:39Z,2026-08-24,persistence,2026-08-25,2,19.3000,15.4400,16.8000,17.7000,18.6000,19.3000,20.0400,20.8800,21.9000,23.1600
2026-08-25T07:13:22Z,2026-08-25,persistence,2026-08-25,1,20.7000,18.2000,19.1000,19.7000,20.2000,20.7000,21.2000,21.7000,22.3000,23.3000
2026-08-19T07:10:27Z,2026-08-19,seasonal_naive,2026-08-25,7,20.8000,,,,,,,,,
2026-08-20T07:11:18Z,2026-08-20,seasonal_naive,2026-08-25,6,20.8000,,,,,,,,,
2026-08-21T07:12:27Z,2026-08-21,seasonal_naive,2026-08-25,5,20.8000,,,,,,,,,
2026-08-22T07:04:37Z,2026-08-22,seasonal_naive,2026-08-25,4,20.8000,,,,,,,,,
2026-08-23T07:06:35Z,2026-08-23,seasonal_naive,2026-08-25,3,20.8000,,,,,,,,,
2026-08-24T07:32:39Z,2026-08-24,seasonal_naive,2026-08-25,2,20.8000,,,,,,,,,
2026-08-25T07:13:22Z,2026-08-25,seasonal_naive,2026-08-25,1,20.8000,,,,,,,,,
2026-08-19T07:10:27Z,2026-08-19,tabicl,2026-08-25,7,23.8794,18.8173,20.6969,21.9550,22.9366,23.7966,24.6882,25.7353,27.1462,29.0788
2026-08-20T07:11:18Z,2026-08-20,tabicl,2026-08-25,6,24.1785,19.9841,21.5038,22.5211,23.2765,23.9601,24.6676,25.5610,26.8137,28.6270
2026-08-21T07:12:27Z,2026-08-21,tabicl,2026-08-25,5,22.4802,18.3333,19.7956,20.7801,21.5719,22.3473,23.1110,24.0123,25.1603,26.7759
2026-08-22T07:04:37Z,2026-08-22,tabicl,2026-08-25,4,20.7710,16.8037,18.1936,19.1302,19.8762,20.6050,21.3532,22.2772,23.3876,24.9911
2026-08-23T07:06:35Z,2026-08-23,tabicl,2026-08-25,3,20.0905,16.3809,17.6265,18.4829,19.1887,19.8792,20.5952,21.4783,22.5439,24.1141
2026-08-24T07:32:39Z,2026-08-24,tabicl,2026-08-25,2,21.1392,17.8008,18.8060,19.5589,20.1961,20.8263,21.4948,22.3414,23.3875,24.9177
2026-08-25T07:13:22Z,2026-08-25,tabicl,2026-08-25,1,21.3484,19.0658,19.8297,20.3576,20.7772,21.1759,21.6066,22.1325,22.8260,23.8274
2026-08-20T07:11:18Z,2026-08-20,climatology,2026-08-26,7,19.0030,16.3000,16.7800,17.4600,17.7800,18.4000,19.1600,20.4400,21.4000,22.5400
2026-08-21T07:12:27Z,2026-08-21,climatology,2026-08-26,6,19.0030,16.3000,16.7800,17.4600,17.7800,18.4000,19.1600,20.4400,21.4000,22.5400
2026-08-22T07:04:37Z,2026-08-22,climatology,2026-08-26,5,19.0147,16.3000,16.8200,17.4900,17.8200,18.5000,19.3000,20.2600,21.4000,22.5100
2026-08-23T07:06:35Z,2026-08-23,climatology,2026-08-26,4,19.0029,16.3000,16.8600,17.5000,17.8600,18.6000,19.1000,20.2000,21.4000,22.4800
2026-08-24T07:32:39Z,2026-08-24,climatology,2026-08-26,3,19.0111,16.3000,16.9000,17.5000,17.9000,18.6000,19.3000,20.2000,21.4000,22.4500
2026-08-25T07:13:22Z,2026-08-25,climatology,2026-08-26,2,19.0568,16.3000,16.9800,17.5000,17.9800,18.6000,19.3600,20.3000,21.2800,22.4200
2026-08-26T07:13:19Z,2026-08-26,climatology,2026-08-26,1,19.1342,16.3000,17.0600,17.5200,18.0600,18.7000,19.5600,20.6500,21.4000,22.3900
2026-08-20T07:11:18Z,2026-08-20,persistence,2026-08-26,7,23.6000,17.8000,20.2000,21.4000,22.5000,23.6500,24.7000,25.9000,27.3000,29.4500
2026-08-21T07:12:27Z,2026-08-21,persistence,2026-08-26,6,20.2000,14.5000,16.8000,18.3000,19.2000,20.1000,21.3000,22.4000,23.9000,26.1000
2026-08-22T07:04:37Z,2026-08-22,persistence,2026-08-26,5,19.4000,14.0000,16.0000,17.4000,18.5000,19.5000,20.4000,21.5300,23.0000,24.8000
2026-08-23T07:06:35Z,2026-08-23,persistence,2026-08-26,4,18.6000,13.5000,15.3000,16.6000,17.7000,18.7000,19.6000,20.6700,21.8000,23.8000
2026-08-24T07:32:39Z,2026-08-24,persistence,2026-08-26,3,19.3000,14.6300,16.4000,17.6000,18.5000,19.3000,20.2000,21.1000,22.3000,23.9000
2026-08-25T07:13:22Z,2026-08-25,persistence,2026-08-26,2,20.7000,16.8500,18.2000,19.1000,20.0000,20.7000,21.5000,22.3000,23.3000,24.5500
2026-08-26T07:13:19Z,2026-08-26,persistence,2026-08-26,1,22.0000,19.5000,20.4000,21.0000,21.5000,22.0000,22.5000,23.0000,23.6000,24.6000
2026-08-20T07:11:18Z,2026-08-20,seasonal_naive,2026-08-26,7,22.6000,,,,,,,,,
2026-08-21T07:12:27Z,2026-08-21,seasonal_naive,2026-08-26,6,22.6000,,,,,,,,,
2026-08-22T07:04:37Z,2026-08-22,seasonal_naive,2026-08-26,5,22.6000,,,,,,,,,
2026-08-23T07:06:35Z,2026-08-23,seasonal_naive,2026-08-26,4,22.6000,,,,,,,,,
2026-08-24T07:32:39Z,2026-08-24,seasonal_naive,2026-08-26,3,22.6000,,,,,,,,,
2026-08-25T07:13:22Z,2026-08-25,seasonal_naive,2026-08-26,2,22.6000,,,,,,,,,
2026-08-26T07:13:19Z,2026-08-26,seasonal_naive,2026-08-26,1,22.6000,,,,,,,,,
2026-08-20T07:11:18Z,2026-08-20,tabicl,2026-08-26,7,24.4075,19.8668,21.4879,22.5832,23.4096,24.1549,24.9304,25.9032,27.2681,29.2385
2026-08-21T07:12:27Z,2026-08-21,tabicl,2026-08-26,6,22.8102,18.4265,19.9710,21.0181,21.8594,22.6785,23.4833,24.4175,25.6238,27.3206
2026-08-22T07:04:37Z,2026-08-22,tabicl,2026-08-26,5,21.1045,16.8801,18.3506,19.3438,20.1448,20.9291,21.7290,22.7053,23.8851,25.5839
2026-08-23T07:06:35Z,2026-08-23,tabicl,2026-08-26,4,20.1478,16.1698,17.5156,18.4350,19.1959,19.9373,20.7070,21.6473,22.7754,24.4431
2026-08-24T07:32:39Z,2026-08-24,tabicl,2026-08-26,3,21.6078,17.7725,18.9166,19.7785,20.5170,21.2433,22.0203,22.9935,24.1902,25.9302
2026-08-25T07:13:22Z,2026-08-25,tabicl,2026-08-26,2,21.7413,18.9265,19.8274,20.4751,21.0051,21.5189,22.0634,22.7266,23.5852,24.8451
2026-08-26T07:13:19Z,2026-08-26,tabicl,2026-08-26,1,22.9182,20.6706,21.4752,22.0114,22.4165,22.7864,23.1753,23.6506,24.3028,25.3076
2026-08-21T07:12:27Z,2026-08-21,climatology,2026-08-27,7,18.9061,16.3000,16.7800,17.3600,17.6600,18.4000,19.0600,20.2000,21.1600,22.5400
2026-08-22T07:04:37Z,2026-08-22,climatology,2026-08-27,6,18.9061,16.3000,16.7800,17.3600,17.6600,18.4000,19.0600,20.2000,21.1600,22.5400
2026-08-23T07:06:35Z,2026-08-23,climatology,2026-08-27,5,18.8971,16.3000,16.8200,17.3900,17.7200,18.5000,18.9800,20.2000,21.0400,22.5100
2026-08-24T07:32:39Z,2026-08-24,climatology,2026-08-27,4,18.9086,16.3000,16.8600,17.4200,17.7600,18.6000,19.1200,20.2000,20.9200,22.4800
2026-08-25T07:13:22Z,2026-08-25,climatology,2026-08-27,3,18.9583,16.3000,16.9000,17.4500,17.8000,18.7000,19.3000,20.2000,20.8000,22.4500
2026-08-26T07:13:19Z,2026-08-26,climatology,2026-08-27,2,19.0405,16.3000,16.9000,17.4800,17.8400,18.8000,19.3000,20.3000,21.2800,22.4200
2026-08-27T17:41:46Z,2026-08-27,climatology,2026-08-27,1,19.1842,16.3000,16.9000,17.5000,17.8800,18.8500,19.4800,20.6500,21.4000,22.6000
2026-08-21T07:12:27Z,2026-08-21,persistence,2026-08-27,7,20.2000,14.4000,16.8000,18.0000,19.1000,20.2000,21.3000,22.5000,23.9000,26.0400
2026-08-22T07:04:37Z,2026-08-22,persistence,2026-08-27,6,19.4000,13.7000,16.0000,17.5000,18.4000,19.3000,20.5000,21.6000,23.1000,25.3000
2026-08-23T07:06:35Z,2026-08-23,persistence,2026-08-27,5,18.6000,13.2000,15.2000,16.6000,17.7000,18.7000,19.6000,20.7000,22.2000,24.0000
2026-08-24T07:32:39Z,2026-08-24,persistence,2026-08-27,4,19.3000,14.2000,16.0000,17.3000,18.4000,19.4000,20.3000,21.3400,22.5000,24.5000
2026-08-25T07:13:22Z,2026-08-25,persistence,2026-08-27,3,20.7000,16.0400,17.8000,19.0000,19.9000,20.7000,21.6000,22.5000,23.7000,25.3000
2026-08-26T07:13:19Z,2026-08-26,persistence,2026-08-27,2,22.0000,18.1600,19.5000,20.4000,21.3000,22.0000,22.8000,23.6000,24.6000,25.8400
2026-08-27T17:41:46Z,2026-08-27,persistence,2026-08-27,1,24.5000,22.0000,22.9000,23.5000,24.0000,24.5000,25.0000,25.5000,26.1000,27.1000
2026-08-21T07:12:27Z,2026-08-21,seasonal_naive,2026-08-27,7,22.3000,,,,,,,,,
2026-08-22T07:04:37Z,2026-08-22,seasonal_naive,2026-08-27,6,22.3000,,,,,,,,,
